Root File,File Name,Total Groups
Hidrofono 16,48000Hz16__25_11_18__19-24-7_24.93,25
Hidrofono 16,48000Hz16__25_11_18__20-35-3_24.84,23
Hidrofono 16,48000Hz16__25_11_18__17-42-48_25.6,5
Hidrofono 16,48000Hz16__26_11_18__10-23-12_24.62,36
Hidrofono 16,48000Hz16__25_11_18__20-6-41_24.89,2
Hidrofono 16,48000Hz16__25_11_18__17-40-47_25.5,4
Hidrofono 16,48000Hz16__25_11_18__12-38-51_24.62,1
Hidrofono 16,48000Hz16__25_11_18__12-42-54_24.64,5
Hidrofono 16,48000Hz16__25_11_18__15-39-11_24.94,0
Hidrofono 16,48000Hz16__25_11_18__20-53-17_24.82,5
Hidrofono 16,48000Hz16__25_11_18__13-21-21_24.60,73
Hidrofono 16,48000Hz16__25_11_18__16-52-5_25.2,2
Hidrofono 16,48000Hz16__25_11_18__13-53-48_24.66,1
Hidrofono 16,48000Hz16__25_11_18__12-46-57_24.66,5
Hidrofono 16,48000Hz16__25_11_18__22-12-26_24.74,1
Hidrofono 16,48000Hz16__25_11_18__16-5-30_25.2,1
Hidrofono 16,48000Hz16__25_11_18__19-52-30_24.89,12
Hidrofono 16,48000Hz16__25_11_18__13-33-34_24.60,32
Hidrofono 16,48000Hz16__26_11_18__11-24-22_24.78,9
Hidrofono 16,48000Hz16__26_11_18__1-59-52_24.50,0
Hidrofono 16,48000Hz16__25_11_18__22-42-51_24.68,12
Hidrofono 16,48000Hz16__25_11_18__15-35-8_24.93,1
Hidrofono 16,48000Hz16__25_11_18__23-51-52_24.61,0
Hidrofono 16,48000Hz16__25_11_18__15-20-55_24.90,2
Hidrofono 16,48000Hz16__25_11_18__17-36-44_25.2,0
Hidrofono 16,48000Hz16__26_11_18__0-36-34_24.58,0
Hidrofono 16,48000Hz16__25_11_18__18-5-5_25.4,17
Hidrofono 16,48000Hz16__25_11_18__14-40-21_24.78,2
Hidrofono 16,48000Hz16__25_11_18__18-35-29_25.2,5
Hidrofono 16,48000Hz16__26_11_18__10-45-38_24.69,10
Hidrofono 16,48000Hz16__25_11_18__20-10-44_24.89,6
Hidrofono 16,48000Hz16__25_11_18__14-12-1_24.68,2
Hidrofono 16,48000Hz16__25_11_18__18-15-12_25.1,6
Hidrofono 16,48000Hz16__25_11_18__13-55-49_24.66,5
Hidrofono 16,48000Hz16__26_11_18__1-55-48_24.50,1
Hidrofono 16,48000Hz16__26_11_18__0-20-16_24.58,0
Hidrofono 16,48000Hz16__25_11_18__16-33-50_25.7,7
Hidrofono 16,48000Hz16__25_11_18__15-12-47_24.87,0
Hidrofono 16,48000Hz16__26_11_18__10-37-29_24.68,35
Hidrofono 16,48000Hz16__25_11_18__22-34-44_24.71,1
Hidrofono 16,48000Hz16__26_11_18__0-22-19_24.58,0
Hidrofono 16,48000Hz16__25_11_18__12-57-4_24.64,1
Hidrofono 16,48000Hz16__26_11_18__10-53-48_24.71,34
Hidrofono 16,48000Hz16__25_11_18__23-23-29_24.64,0
Hidrofono 16,48000Hz16__26_11_18__0-52-50_24.55,2
Hidrofono 16,48000Hz16__25_11_18__18-43-35_25.0,10
Hidrofono 16,48000Hz16__25_11_18__20-41-8_24.84,10
Hidrofono 16,48000Hz16__25_11_18__21-9-31_24.79,4
Hidrofono 16,48000Hz16__25_11_18__23-11-18_24.68,0
Hidrofono 16,48000Hz16__26_11_18__0-42-39_24.58,0
Hidrofono 16,48000Hz16__26_11_18__0-6-4_24.61,3
Hidrofono 16,48000Hz16__25_11_18__22-53-2_24.69,4
Hidrofono 16,48000Hz16__25_11_18__23-13-21_24.65,1
Hidrofono 16,48000Hz16__26_11_18__0-28-26_24.57,2
Hidrofono 16,48000Hz16__25_11_18__23-37-41_24.65,0
Hidrofono 16,48000Hz16__25_11_18__14-24-10_24.70,0
Hidrofono 16,48000Hz16__26_11_18__1-53-46_24.52,1
Hidrofono 16,48000Hz16__26_11_18__10-57-52_24.75,11
Hidrofono 16,48000Hz16__25_11_18__13-25-26_24.63,45
Hidrofono 16,48000Hz16__25_11_18__17-10-21_25.6,2
Hidrofono 16,48000Hz16__25_11_18__13-19-20_24.61,38
Hidrofono 16,48000Hz16__25_11_18__21-50-8_24.75,4
Hidrofono 16,48000Hz16__25_11_18__15-33-7_24.94,2
Hidrofono 16,48000Hz16__25_11_18__17-46-51_25.6,1
Hidrofono 16,48000Hz16__25_11_18__14-20-7_24.70,9
Hidrofono 16,48000Hz16__25_11_18__16-54-6_25.1,6
Hidrofono 16,48000Hz16__25_11_18__18-27-22_25.2,3
Hidrofono 16,48000Hz16__26_11_18__11-1-56_24.77,20
Hidrofono 16,48000Hz16__25_11_18__21-46-5_24.75,1
Hidrofono 16,48000Hz16__25_11_18__13-3-8_24.62,22
Hidrofono 16,48000Hz16__25_11_18__17-59-0_25.5,13
Hidrofono 16,48000Hz16__25_11_18__16-39-56_25.7,10
